lens,lens_name,id,P,O,W_ind,W_opt,W_nar,H,status,excerpts,ambiguity,confidence,reported_status,formula_corrected
4,adversarial false-positive audit,DHS-2572,YES,YES,YES,NO,NO,YES,S,"{'P': 'not a principle basis for a decision or action', 'O': 'Only events classified as High Confidence are then sent to users as a detection.', 'W': 'Any further actions taken will be based on what the agents encounter when they arrive on scene.', 'H': 'Users then review the audio of the event to determine the accuracy of the detection'}","The on-scene encounter is expressly identified as the basis for further action, independently of the alert.",0.98,S,0
4,adversarial false-positive audit,DHS-2575,YES,YES,YES,NO,NO,YES,S,"{'P': 'rather than making legally binding or material decisions itself', 'O': 'outputs serve primarily as inputs to an investigative process', 'W': 'Enforcement decisions and outcomes arise from a full investigative process that includes judicial review', 'H': 'HSI investigators review, validate, and contextualize the AI-generated outputs'}","Judicial review is a named institutional check, though the remaining investigative safeguards are not specified.",0.93,S,0
4,adversarial false-positive audit,DHS-2578,YES,YES,UNCLEAR,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for decisions or actions with legal, material, binding, or significant effects', 'O': 'outputs are limited to normalized address data', 'W': 'role is limited to data extraction and normalization, rather than serving as a primary basis for enforcement actions', 'H': 'ERO officers review and validate the AI-driven outputs before determining actions'}","The full-investigation language is generic, but the output is specifically bounded to address extraction and normalization and explicitly distinguished from enforcement decision-making.",0.94,S,0
4,adversarial false-positive audit,DHS-2595,YES,YES,UNCLEAR,NO,UNCLEAR,YES,D,"{'P': 'outputs do not serve as a ""principal basis"" for decisions or actions with legal, material, binding, or significant effects', 'O': 'providing structured annotations and insights for analysts to review', 'W': 'integration with other government data holdings before any enforcement action is taken', 'H': 'require human validation'}","Other government data holdings are not identified or established as non-AI independent evidence, while supportive and supplementary are conclusory characterizations rather than limiting mechanisms.",0.88,D,0
4,adversarial false-positive audit,DHS-2627,YES,YES,NO,YES,NO,YES,S,"{'P': 'do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect', 'O': 'The AI outputs are suggested aliases and DOBs', 'W': 'The adjudication process can be conducted without this tool', 'H': 'USCIS staff must review to accept, reject, or ignore the suggested information'}","The rationale expressly identifies an available tool-free adjudication path, despite increased processing time and effort.",0.99,S,0
4,adversarial false-positive audit,DHS-2667,YES,YES,UNCLEAR,NO,UNCLEAR,YES,D,"{'P': 'outputs do not serve as a ""principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.""', 'O': 'generates intelligence reports and risk assessments', 'W': 'after validating the source data', 'H': 'Analysts review the outputs and initiate follow-on actions'}","Source data is not identified, and validation, advisory, and leads language does not establish an independent evidentiary basis or a bounded-output mechanism.",0.94,D,0
4,adversarial false-positive audit,DHS-2729,YES,YES,YES,NO,YES,NO,S,"{'P': 'cannot be utilized as a determining factor for any enforcement action', 'O': 'performs a comparative search against other open-source images to identify potential matches', 'W': 'must then use internal CBP or USG data prior to making any law enforcement decisions or actions', 'H': ''}",The rationale both confines results to investigative leads and requires separate government data before enforcement decisions.,0.99,S,0
4,adversarial false-positive audit,DHS-310,YES,YES,NO,NO,NO,NO,U,"{'P': 'not used in requests for federal services, processes, and benefits', 'O': 'uses to detect cheating during the exam', 'W': '', 'H': ''}",The rationale identifies a denied policy domain and a cheating-detection function but gives no mechanism preventing that detection from materially affecting an examinee.,0.96,U,0
4,adversarial false-positive audit,DHS-317,YES,YES,YES,NO,NO,YES,S,"{'P': 'Neither the AI or output of AI serves as a principal basis for a decision or action.', 'O': 'vessel registration, aircraft tail number, license plate, and object detection', 'W': 'that information is run through CBP Super Query and if derogatory information is returned or other information from the imagery', 'H': 'Human review takes place prior to any final decision to act'}",The stated response condition includes named government-query results or directly reviewed imagery beyond the AI detection.,0.94,S,0
4,adversarial false-positive audit,DHS-35,YES,YES,YES,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect', 'O': 'provides alerts when it detects the presence of an IoI', 'W': 'reviews the image to identify and classify the activity taking place', 'H': 'a trained agent or user, reviews the image'}","The AI is bounded to object-presence alerts, while activity classification rests on direct human examination of the image.",0.95,S,0
4,adversarial false-positive audit,DHS-37,YES,YES,YES,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect', 'O': 'provides alerts when it detects the presence of an IoI', 'W': 'reviews the image to identify and classify the activity taking place', 'H': 'a trained agent or user, reviews the image'}",The rationale limits the AI to object-presence alerts and assigns activity identification to review of the underlying image.,0.95,S,0
4,adversarial false-positive audit,DHS-372,YES,YES,NO,NO,YES,NO,S,"{'P': 'not used to make security-related or employment-related decisions', 'O': 'collated information supports decisions about staffing priorities', 'W': 'supports decisions about staffing priorities but is not used to make security-related or employment-related decisions', 'H': ''}",The rationale procedurally confines use of the collated information to staffing-priority support and expressly excludes consequential security and employment decisions.,0.92,S,0
4,adversarial false-positive audit,DHS-38,YES,YES,YES,NO,NO,YES,S,"{'P': 'does not serve as a principal basis for decisions or actions related to the definition of High-Impact AI', 'O': 'When it detects a vessel it sends and image to the cloud', 'W': 'for user review and determination if any follow-up action is required', 'H': 'user review and determination if any follow-up action is required'}","The user receives and reviews the underlying image, but the rationale does not specify criteria for the follow-up determination.",0.83,S,0
4,adversarial false-positive audit,DHS-401,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'uses facial recognition technology in Seized Property Vault Activity Automation (SPVAA) to create a log of access', 'W': '', 'H': ''}",The rationale describes the application and logging workflow but does not deny any high-impact predicate or provide a limiting mechanism.,0.99,U,0
4,adversarial false-positive audit,DHS-407,YES,YES,YES,YES,NO,YES,S,"{'P': ""is not the primary basis for a decision or action that would affect the individual's rights or safety"", 'O': 'output of AI (facial verification for a remote check-in)', 'W': 'the user can schedule an in-person check-in at their local ERO office', 'H': 'an officer will manually review the check-in photo against the previously taken photos'}",The rationale provides both manual photo comparison and an expressly available in-person check-in path after remote verification failure.,0.99,S,0
4,adversarial false-positive audit,DHS-417,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'do not produce an action or serve as a principal basis for a decision that has the potential to significantly impact', 'O': 'detects anomalies or outliers, and also may be used to classify or categorize certain activity', 'W': 'continue to investigate further as during normal threat hunt operations', 'H': 'reviewed by a human analyst team'}",Further investigation is generic and no independent evidence source or constraining procedure is identified; analyst review alone is not an independent basis.,0.96,D,0
4,adversarial false-positive audit,DHS-48,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for law enforcement action or decision', 'O': 'investigative insights in the form of data, information leads or connections', 'W': 'presentation to a U.S. Attorney’s Office and potentially a District Court judge, decision to prosecute, judicial review, and trial and sentencing', 'H': 'reviewed and validated by both personnel and supervisors'}",The rationale names independent investigative evidence and specific prosecutorial and judicial checks governing enforcement outcomes.,0.98,S,0
4,adversarial false-positive audit,DHS-49,YES,NO,NO,NO,NO,YES,D,"{'P': 'output serves as a principal basis for a decision or action concerning a specific individual or entity', 'O': '', 'W': '', 'H': 'a human is in the loop making a further determatination'}","The AI output is never identified, and never the only basis is weaker than denying principal reliance; the sole offered warrant is human involvement.",0.99,D,0
4,adversarial false-positive audit,DHS-56,YES,YES,UNCLEAR,YES,NO,YES,S,"{'P': 'do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect', 'O': 'visualized through a report or dashboard to assist with case review', 'W': 'The adjudication process can be conducted without this tool', 'H': 'Adjudicators review the outputs of this use case, alongside other information and insights, to process a case and make a final determination.'}","Other information and insights are unspecified, but the rationale expressly states that adjudication remains available without the tool.",0.98,S,0
4,adversarial false-positive audit,DHS-57,YES,YES,NO,YES,NO,YES,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'visualized through a report or dashboard to assist with case review', 'W': 'The adjudication process can be conducted without this tool', 'H': 'Adjudicators review the outputs of this use case, alongside other information and insights, to process a case and make a final determination.'}","“Other information and insights” is too generic for W-ind, and the report/dashboard description lacks a limiting connection for W-nar; the expressly available tool-free adjudication process establishes W-opt.",0.94,S,0
4,adversarial false-positive audit,DHS-65,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis for a decision', 'O': 'The AI predicts aircraft landing locations.', 'W': '', 'H': ''}","The output is identified, but the rationale does not state how the prediction enters a workflow or provide any limiting mechanism.",0.97,U,0
4,adversarial false-positive audit,DHS-81,YES,YES,NO,NO,YES,NO,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': ""an assessment of passport validity in response to an officer's request for passport validation"", 'W': 'used to notify the CBP officer that a passport may require review', 'H': ''}",“Other sources” is not identifiable enough for W-ind. W-nar rests on the stated alert-only role: the result notifies an officer of possible need for further review rather than resolving validity itself.,0.86,S,0
4,adversarial false-positive audit,DHS-86,YES,YES,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis for a decision', 'O': 'If a cargo shipment is identified as high-risk for pest infestation, it is prioritized for inspection.', 'W': '', 'H': ''}",The rationale identifies an output and its operational consequence but gives no mechanism explaining why the output is not a principal basis for inspection prioritization.,0.97,U,0
4,adversarial false-positive audit,DHS-95,YES,YES,NO,NO,UNCLEAR,NO,U,"{'P': 'the output does not serve as a principal basis for decision or actions', 'O': 'serves as an input to larger AI/ML cargo risk targeting models', 'W': 'Its outputs are not directly shared with users or operators', 'H': ''}","The output is an intermediate model input not directly shown to operators, but the rationale does not constrain its influence on downstream targeting models; the asserted indirectness therefore does not clearly establish W-nar.",0.79,U,0
4,adversarial false-positive audit,DOE-574,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","The rationale states only where the product is integrated; it identifies neither a threshold predicate nor an AI output, workflow role, or limiting mechanism.",0.99,U,0
